"url";"titulo_periodico";"h5-index"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COCHRANE+LIBRARY&btnG=";"Cochrane Database of Systematic Reviews";"141"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COGENT+SOCIAL+SCIENCES&btnG=";"Cogent Social Sciences";"52"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COGITARE+ENFERMAGEM&btnG=";"Cogitare Enfermagem";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COGNITION%2C+TECHNOLOGY+%26+WORK&btnG=";"Cognition, Technology & Work";"33"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COLLOIDS+AND+SURFACES.+B%2C+BIOINTERFACES&btnG=";"Colloids and Surfaces B: Biointerfaces";"85"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COLLOQUIUM+VITAE&btnG=";"Colloquium Vitae";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COLOMBIA+MEDICA&btnG=";"Colombia Médica";"19"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COLOMBIA+MEDICA&btnG=";"Acta Médica Colombiana";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COLOMBIA+MEDICA&btnG=";"British Columbia Medical Journal";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COLUNA%2FCOLUMNA&btnG=";"Coluna/Columna";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNICATIONS+FOR+STATISTICAL+APPLICATIONS+AND+METHODS&btnG=";"Communications for Statistical Applications and Methods";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNICATION+RESEARCH+TRENDS&btnG=";"Communication Research Trends";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNICATIONS+IN+STATISTICS.+SIMULATION+AND+COMPUTATION&btnG=";"Communications in Statistics-Simulation and Computation";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNICATIONS+IN+STATISTICS.+THEORY+AND+METHODS&btnG=";"Communications in Statistics-Theory and Methods";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNICATIONS+IN+STATISTICS%2C+THEORY+AND+METHODS&btnG=";"Communications in Statistics-Theory and Methods";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNICATIONS+OF+THE+ACM&btnG=";"Communications of the ACM";"74"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNITY+DENTAL+HEALTH&btnG=";"Community Dental Health";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNITY+DENTISTRY+AND+ORAL+EPIDEMIOLOGY&btnG=";"Community Dentistry and Oral Epidemiology";"32"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPARATIVE+BIOCHEMISTRY+AND+PHYSIOLOGY.+C.+TOXICOLOGY+%26+PHARMACOLOGY&btnG=";"Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology";"50"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNITY+MENTAL+HEALTH+JOURNAL&btnG=";"Community Mental Health Journal";"51"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNITY+MENTAL+HEALTH+JOURNAL&btnG=";"Journal of Public Mental Health";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMMUNITY+MENTAL+HEALTH+JOURNAL&btnG=";"Canadian Journal of Community Mental Health";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPARATIVE+CYTOGENETICS&btnG=";"Comparative Cytogenetics";"11"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPARATIVE+IMMUNOLOGY%2C+MICROBIOLOGY+AND+INFECTIOUS+DISEASES&btnG=";"Comparative Immunology, Microbiology and Infectious Diseases";"30"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPLEMENTARY+THERAPIES+IN+CLINICAL+PRACTICE&btnG=";"Complementary Therapies in Medicine";"56"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPLEMENTARY+THERAPIES+IN+CLINICAL+PRACTICE&btnG=";"Complementary Therapies in Clinical Practice";"50"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPLEMENTARY+THERAPIES+IN+CLINICAL+PRACTICE&btnG=";"Research in Complementary Medicine";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPLEMENTARY+THERAPIES+IN+CLINICAL+PRACTICE&btnG=";"Alternative Therapies in Health & Medicine";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPLEMENTARY+THERAPIES+IN+MEDICINE&btnG=";"Complementary Therapies in Medicine";"56"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPLEMENTARY+THERAPIES+IN+MEDICINE&btnG=";"Complementary Therapies in Clinical Practice";"50"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPLEMENTARY+THERAPIES+IN+MEDICINE&btnG=";"Alternative Therapies in Health & Medicine";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPREHENSIVE+PSYCHIATRY&btnG=";"Comprehensive Psychiatry";"42"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPUTATIONAL+TOXICOLOGY&btnG=";"Computational Toxicology";"28"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMPUTATIONAL+AND+MATHEMATICAL+METHODS+IN+MEDICINE&btnG=";"Computational and Mathematical Methods in Medicine";"60"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=COMUNICA%C3%87%C3%83O+EM+CI%C3%8ANCIAS+DA+SA%C3%9ADE&btnG=";"Comunicação em Ciências da Saúde";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONECTE-SE%21+REVISTA+INTERDISCIPLINAR+DE+EXTENS%C3%83O&btnG=";"Conecte-se! Revista Interdisciplinar de Extensão";"4"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONEX%C3%83O+CI%C3%8ANCIA&btnG=";"Conexão Ciência (Online)";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONEX%C3%95ES&btnG=";"Revista Gestão & Conexões";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONEX%C3%95ES&btnG=";"Conexões";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONEX%C3%95ES&btnG=";"Conexões-Ciência e Tecnologia";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONEX%C3%95ES&btnG=";"Conexões: Revista da Faculdade de Educação FÍsica-UNICAMP";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONEX%C3%95ES&btnG=";"Heródoto: Revista do Grupo de Estudos e Pesquisas sobre a Antiguidade Clássica e suas Conexões Afro-asiáticas";"2"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONFIGURA%C3%87%C3%95ES&btnG=";"Configurações. Revista Ciências Sociais";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONFINS&btnG=";"Confins. Revue franco-brésilienne de géographie/Revista franco-brasilera de geografia";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONFLU%C3%8ANCIAS&btnG=";"Revista Confluências Culturais";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONHECIMENTO+%26+DIVERSIDADE&btnG=";"Conhecimento & Diversidade";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONNECTION+LINE&btnG=";"CONNECTION LINE-REVISTA ELETRÔNICA DO UNIVAG";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSCIOUSNESS+AND+COGNITION&btnG=";"Consciousness and Cognition";"39"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSENSUS&btnG=";"Consensus-Santiago";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSENSUS&btnG=";"Consensus";"3"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSERVATION+BIOLOGY&btnG=";"Biological Conservation";"87"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSERVATION+BIOLOGY&btnG=";"Conservation Biology";"67"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSERVATION+BIOLOGY&btnG=";"Pacific Conservation Biology";"21"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSERVATION+BIOLOGY&btnG=";"Neotropical Biology and Conservation";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSERVATION+BIOLOGY&btnG=";"Herpetological Conservation and Biology";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONSERVATION+BIOLOGY&btnG=";"Chelonian Conservation and Biology";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTACT+DERMATITIS&btnG=";"Contact Dermatitis";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPORARY+CLINICAL+DENTISTRY&btnG=";"Contemporary Clinical Dentistry";"19"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Revista de Administração Contemporânea";"24"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Estudios Sociales. Revista de Alimentación Contemporánea y Desarrollo Regional";"16"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Revista Contemporânea de Contabilidade";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Revista Enfermagem Contemporânea";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Ars mathematica contemporanea";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Contemporânea-Revista de Sociologia da UFSCar";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Revista Em Pauta: teoria social e realidade contemporânea";"11"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Clínica Contemporánea";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Ayer. Revista de Historia Contemporánea";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Revista de Economia Contemporânea";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Estudos de Literatura Brasileira Contemporânea";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Pasado y memoria: Revista de historia contemporánea";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Contextus–Revista Contemporânea de Economia e Gestão";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Revista Educação e Cultura Contemporânea";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"HISPANIA NOVA. Primera Revista de Historia Contemporánea on-line en castellano. Segunda Época";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Revista Contemporânea";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Investigaciones Históricas. Época Moderna y Contemporánea";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Historia Contemporánea";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Contemporánea";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEMPOR%C3%82NEA&btnG=";"Rubrica Contemporanea";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEXTOS+CL%C3%8DNICOS&btnG=";"Contextos Clínicos";"11"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTEXTO+INTERNACIONAL&btnG=";"Contexto Internacional";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRACEPTION&btnG=";"Contraception";"38"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRACEPTION&btnG=";"The European journal of contraception & reproductive health care";"27"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRACEPTION&btnG=";"Contraception and Reproductive Medicine";"26"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRACEPTION&btnG=";"International Journal of Reproduction, Contraception, Obstetrics and Gynecology";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRAPONTO&btnG=";"Revista Contraponto";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRAPONTO&btnG=";"Contraponto";"2"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRAPONTOS&btnG=";"Contrapontos";"4"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CONTRIBUCIONES+A+LAS+CIENCIAS+SOCIALES&btnG=";"Contribuciones a las Ciencias Sociales";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CORNEA&btnG=";"Cornea";"45"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CORNEA&btnG=";"World Cornea Congress";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRANIO.+JOURNAL+OF+CRANIOMANDIBULAR+PRACTICE&btnG=";"CRANIO: The Journal of Craniomandibular & Sleep Practice";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CREATIVE+EDUCATION&btnG=";"COLLASE (Creative of Learning Students Elementary Education)";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CREATIVE+EDUCATION&btnG=";"Creative Arts in Education and Therapy (CAET)";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CREATIVE+EDUCATION&btnG=";"Journal of Creative Practices in Language Learning and Teaching (CPLT)";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CREATIVE+EDUCATION&btnG=";"Global Creative Leader: Education & Learning";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CREATIVE+EDUCATION&btnG=";"International Conference on Education & Creativity for Knowledge-Based Society";"2"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Critical Care";"132"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"American Journal of Respiratory and Critical Care Medicine";"131"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Intensive Care Medicine";"118"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Critical Care Medicine";"85"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Annals of Intensive Care";"64"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Journal of Trauma and Acute Care Surgery";"52"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Journal of Critical Care";"51"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Journal of Intensive Care Medicine";"51"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Critical Care Explorations";"47"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"European Heart Journal: Acute Cardiovascular Care";"46"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Intensive & critical care nursing";"46"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Pediatric Critical Care Medicine";"44"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Journal of Intensive Care";"43"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Nursing in Critical Care";"42"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Anaesthesia Critical Care & Pain Medicine";"40"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Australian critical care";"39"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Current Opinion in Critical Care";"38"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Critical Care Clinics";"37"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Seminars in Respiratory and Critical Care Medicine";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE&btnG=";"Indian Journal of Critical Care Medicine";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"American Journal of Respiratory and Critical Care Medicine";"131"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Intensive Care Medicine";"118"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Critical Care Medicine";"85"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"The American Journal of Emergency Medicine";"78"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Internal and Emergency Medicine";"57"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Annals of Emergency Medicine";"54"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Journal of Intensive Care Medicine";"51"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Academic Emergency Medicine";"50"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Western Journal of Emergency Medicine";"45"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Pediatric Critical Care Medicine";"44"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine";"42"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Emergency Medicine Journal";"41"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Anaesthesia Critical Care & Pain Medicine";"40"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"The Journal of Emergency Medicine";"38"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"BMC Emergency Medicine";"38"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Seminars in Respiratory and Critical Care Medicine";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Indian Journal of Critical Care Medicine";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Archives of Academic Emergency Medicine";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"Emergency Medicine Australasia";"33"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+CARE+MEDICINE&btnG=";"International Journal of Emergency Medicine";"33"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRISIS+AND+CRITIQUE&btnG=";"Journal of Risk Analysis and Crisis Response";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+PATHWAYS+IN+CARDIOLOGY&btnG=";"Critical Pathways in Cardiology";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+PUBLIC+HEALTH&btnG=";"Critical Public Health";"35"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+REVIEWS+IN+FOOD+SCIENCE+AND+NUTRITION&btnG=";"Critical Reviews in Food Science and Nutrition";"144"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+REVIEWS+IN+TOXICOLOGY&btnG=";"Critical Reviews in Toxicology";"35"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CRITICAL+REVIEWS+IN+ONCOLOGY%2FHEMATOLOGY&btnG=";"Critical Reviews in Oncology/Hematology";"66"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CUESTIONES+DE+G%C3%89NERO%3A+DE+LA+IGUALDAD+Y+LA+DIFERENCIA&btnG=";"Cuestiones de género: de la igualdad y la diferencia";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CUIDARTE&btnG=";"Revista Cuidarte";"26"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CUIDARTE&btnG=";"CuidArte";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CULTURA+DE+LOS+CUIDADOS&btnG=";"Cultura de los cuidados";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CULTURAL+DIVERSITY+%26+ETHNIC+MINORITY+PSYCHOLOGY&btnG=";"Cultural Diversity & Ethnic Minority Psychology";"49"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CULTURE%2C+HEALTH+%26+SEXUALITY&btnG=";"Culture, Health & Sexuality";"40"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CUMHURIYET+DENTAL+JOURNAL&btnG=";"Cumhuriyet Dental Journal";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CUREUS&btnG=";"Cureus";"122"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+ALLERGY+AND+ASTHMA+REPORTS&btnG=";"Current Allergy and Asthma Reports";"42"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+ANTHROPOLOGY&btnG=";"Current Anthropology";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+ATHEROSCLEROSIS+REPORTS&btnG=";"Current Cardiology Reports";"52"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+ATHEROSCLEROSIS+REPORTS&btnG=";"Current Atherosclerosis Reports";"52"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Biology";"111"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Opinion in Plant Biology";"70"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Opinion in Structural Biology";"68"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Opinion in Cell Biology";"60"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Opinion in Chemical Biology";"57"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Issues in Molecular Biology";"47"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Plant Biology";"33"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Topics in Developmental Biology";"31"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Opinion in Systems Biology";"29"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Research in Structural Biology";"21"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+BIOLOGY&btnG=";"Current Chemical Biology";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+CARDIOLOGY+REVIEWS&btnG=";"Current Cardiology Reviews";"26"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+DEVELOPMENTS+IN+NUTRITION&btnG=";"Current Developments in Nutrition";"47"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+DIABETES+REPORTS&btnG=";"Current Diabetes Reports";"46"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+DRUG+DISCOVERY+TECHNOLOGIES&btnG=";"Current Drug Discovery Technologies";"24"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+DIABETES+REVIEWS&btnG=";"Current Diabetes Reviews";"35"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+EPIDEMIOLOGY+REPORTS&btnG=";"Current Epidemiology Reports";"28"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+FUNGAL+INFECTION+REPORTS&btnG=";"Current Fungal Infection Reports";"19"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+GERIATRICS+REPORTS&btnG=";"Current Geriatrics Reports";"15"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+HEART+FAILURE+REPORTS&btnG=";"Current Heart Failure Reports";"29"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+HIV+RESEARCH&btnG=";"Current HIV Research";"15"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+MEDICINAL+CHEMISTRY&btnG=";"Current Medicinal Chemistry";"60"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+MEDICINAL+CHEMISTRY&btnG=";"Current Topics in Medicinal Chemistry";"44"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+MEDICAL+RESEARCH+AND+OPINION&btnG=";"Current Medical Research and Opinion";"42"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+MEDICAL+RESEARCH+AND+OPINION&btnG=";"Journal of Current Medical Research and Opinion";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=CURRENT+NEUROPHARMACOLOGY&btnG=";"Current Neuropharmacology";"60"
